lambda;rgb
843.6698608;673
843.8106689;627
843.951416;632
844.0922241;743
844.2329712;716
844.3737183;866
844.5144043;639
844.6551514;630
844.7958374;737
844.9365845;622
845.0772705;693
845.2179565;577
845.3585815;785
845.4992676;694
845.6398926;779
845.7805176;696
845.9211426;600
846.0617676;646
846.2023926;633
846.3430176;855
846.4835815;644
846.6241455;710
846.7647095;701
846.9052734;748
847.0458374;701
847.1863403;754
847.3268433;779
847.4674072;778
847.6079102;836
847.7483521;702
847.888855;687
848.0292969;713
848.1697998;583
848.3102417;744
848.4506836;795
848.5911255;743
848.7315063;630
848.8719482;669
849.0123291;702
849.15271;689
849.2930908;685
849.4334717;799
849.5737915;710
849.7141724;643
849.8544922;494
849.994812;740
850.1351318;667
850.2754517;627
850.4157104;539
850.5559692;663
850.6962891;810
850.8365479;741
850.9767456;681
851.1170044;697
851.2572632;849
851.3974609;719
851.5376587;1498
851.6778564;736
851.8180542;590
851.958252;578
852.0983887;661
852.2385254;647
852.3787231;636
852.5187988;753
852.6589355;763
852.7990723;702
852.9391479;709
853.0792847;534
853.2193604;644
853.359436;913
853.4994507;627
853.6395264;736
853.779541;701
853.9196167;726
854.0596313;746
854.199585;815
854.3395996;824
854.4796143;742
854.6195679;699
854.7595215;777
854.8994751;629
855.0394287;668
855.1793823;521
855.3192749;649
855.4592285;586
855.5991211;576
855.7390137;688
855.8789063;514
856.0187378;844
856.1586304;765
856.2984619;634
856.4382935;756
856.578125;793
856.7179565;712
856.8577271;740
856.9975586;593
857.1373291;646
857.2770996;666
857.4168701;790
857.5566406;796
857.6963501;660
857.8361206;661
857.9758301;663
858.1155396;827
858.255249;672
858.3948975;692
858.5346069;838
858.6742554;669
858.8139038;625
858.9535522;716
859.0932007;720
859.2328491;553
859.3724365;748
859.512085;732
859.6516724;688
859.7912598;582
859.9308472;776
860.0703735;840
860.2099609;566
860.3494873;686
860.4890137;767
860.62854;770
860.7680664;770
860.9075317;827
861.0469971;767
861.1865234;807
861.3259888;597
861.4654541;635
861.6048584;629
861.7443237;585
861.883728;649
862.0231323;566
862.1625366;597
862.3019409;812
862.4413452;716
862.5806885;724
862.7200928;605
862.859436;690
862.9987793;660
863.1380615;600
863.2774048;708
863.416687;834
863.5560303;775
863.6953125;544
863.8345947;608
863.9738159;652
864.1130981;585
864.2523193;585
864.3916016;670
864.5308228;756
864.6699829;722
864.8092041;708
864.9484253;606
865.0875854;667
865.2267456;652
865.3659058;725
865.5050659;638
865.6442261;633
865.7833252;953
865.9224243;534
866.0615234;636
866.2006226;653
866.3397217;726
866.4788208;622
866.6178589;703
866.756897;780
866.8959351;858
867.0349731;759
867.1740112;729
867.3130493;813
867.4520264;754
867.5910034;697
867.7299805;679
867.8689575;690
868.0079346;606
868.1468506;713
868.2857666;696
868.4247437;647
868.5635986;533
868.7025146;549
868.8414307;708
868.9802856;716
869.1192017;773
869.2580566;772
869.3969116;672
869.5357056;794
869.6745605;718
869.8133545;778
869.9521484;652
870.0909424;720
870.2297363;821
870.3685303;635
870.5073242;693
870.6460571;760
870.78479;870
870.9235229;492
871.0622559;659
871.2009277;850
871.3396606;778
871.4783325;585
871.6170044;724
871.7556763;837
871.8943481;667
872.03302;777
872.1716309;660
872.3102417;860
872.4488525;736
872.5874634;755
872.7260742;710
872.864624;498
873.0032349;546
873.1417847;726
873.2803345;655
873.4188843;871
873.557373;729
873.6959229;609
873.8344116;777
873.9729004;693
874.1113892;651
874.2498779;560
874.3883057;602
874.5267944;694
874.6652222;678
874.8036499;739
874.9420776;698
875.0805054;589
875.2188721;617
875.3572998;811
875.4956665;689
875.6340332;771
875.7723999;662
875.9107056;586
876.0490723;593
876.1873779;652
876.3256836;757
876.4639893;789
876.6022949;695
876.7405396;846
876.8788452;694
877.0170898;756
877.1553345;734
877.2935791;705
877.4318237;691
877.5700073;657
877.708252;714
877.8464355;805
877.9846191;736
878.1228027;751
878.2609253;670
878.3991089;629
878.5372314;856
878.675354;610
878.8134766;685
878.9515991;635
879.0896606;710
879.2277832;810
879.3658447;587
879.5039063;736
879.6419678;787
879.7800293;751
879.9180298;683
880.0560913;703
880.1940918;636
880.3320923;703
880.4700928;791
880.6080322;595
880.7460327;727
880.8839722;706
881.0219116;841
881.1598511;713
881.2977905;719
881.4356689;697
881.5736084;603
881.7114868;696
881.8493652;760
881.9872437;579
882.125061;836
882.2629395;743
882.4007568;776
882.5385742;750
882.6763916;689
882.814209;804
882.9520264;687
883.0897827;816
883.2276001;627
883.3653564;756
883.5031128;684
